Generating using factory_boy (factories.factory_boy_django_auth_minimal.UserFactory):
         391904 function calls (381920 primitive calls) in 12.530 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 functional.py:304(__setattr__)
        2    0.000    0.000    0.000    0.000 functional.py:39(__set_name__)
        1    0.000    0.000    0.000    0.000 functional.py:406(__init__)
        1    0.000    0.000    0.000    0.000 functional.py:418(_setup)
  724/520    0.000    0.000    0.001    0.000 functional.py:49(__get__)
        1    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.000    0.000 functools.py:477(lru_cache)
        1    0.000    0.000    0.000    0.000 functools.py:516(decorating_function)
       19    0.000    0.000    0.000    0.000 functools.py:816(dispatch)
       19    0.000    0.000    0.000    0.000 functools.py:902(wrapper)
      804    0.000    0.000    0.000    0.000 generator.py:100(set_formatter)
      200    0.000    0.000    0.011    0.000 generator.py:161(parse)
      298    0.000    0.000    0.011    0.000 generator.py:177(__format_token)
        1    0.000    0.000    0.000    0.000 generator.py:27(__init__)
       25    0.000    0.000    0.001    0.000 generator.py:32(add_provider)
     1257    0.000    0.000    0.000    0.000 generator.py:60(random)
  998/700    0.001    0.000    0.026    0.000 generator.py:84(format)
      998    0.000    0.000    0.000    0.000 generator.py:90(get_formatter)
        1    0.000    0.000    0.000    0.000 hashers.py:100(get_hashers)
      100    0.000    0.000    0.000    0.000 hashers.py:126(get_hasher)
      100    0.000    0.000    0.005    0.000 hashers.py:220(salt)
      100    0.000    0.000    0.000    0.000 hashers.py:236(_check_encode_args)
      100    0.000    0.000   12.192    0.122 hashers.py:308(encode)
      100    0.000    0.000   12.196    0.122 hashers.py:78(make_password)
        2    0.000    0.000    0.000    0.000 inspect.py:748(getmro)
     1267    0.002    0.000    0.004    0.000 inspect.py:939(getmodulename)
       19    0.000    0.000    0.000    0.000 loading.py:10(get_path)
       19    0.000    0.000    0.018    0.001 loading.py:31(list_module)
      600    0.000    0.000    0.002    0.000 local.py:116(__getattr__)
     1200    0.000    0.000    0.001    0.000 local.py:81(_lock_storage)
        1    0.000    0.000    0.000    0.000 locale.py:381(normalize)
      300    0.000    0.000    0.000    0.000 lookups.py:108(process_rhs)
      200    0.000    0.000    0.000    0.000 lookups.py:128(rhs_is_direct_value)
      300    0.001    0.000    0.005    0.000 lookups.py:213(process_lhs)
      300    0.000    0.000    0.006    0.000 lookups.py:223(as_sql)
      300    0.000    0.000    0.000    0.000 lookups.py:230(get_rhs_op)
      300    0.000    0.000    0.000    0.000 lookups.py:242(get_db_prep_lookup)
      300    0.000    0.000    0.001    0.000 lookups.py:25(__init__)
      300    0.000    0.000    0.001    0.000 lookups.py:328(get_prep_lookup)
      300    0.000    0.000    0.006    0.000 lookups.py:343(as_sql)
      200    0.000    0.000    0.000    0.000 lookups.py:69(get_source_expressions)
      300    0.000    0.000    0.001    0.000 lookups.py:80(get_prep_lookup)
      300    0.000    0.000    0.000    0.000 lookups.py:90(get_prep_lhs)
      300    0.000    0.000    0.003    0.000 lookups.py:98(process_lhs)
        3    0.000    0.000    0.000    0.000 manager.py:128(_set_creation_counter)
      400    0.000    0.000    0.001    0.000 manager.py:150(get_queryset)
      100    0.000    0.000    0.000    0.000 manager.py:184(__get__)
        3    0.000    0.000    0.000    0.000 manager.py:21(__new__)
        3    0.000    0.000    0.000    0.000 manager.py:27(__init__)
  400/300    0.001    0.000    0.103    0.000 manager.py:85(manager_method)
        5    0.000    0.000    0.000    0.000 module_loading.py:19(import_string)
        5    0.000    0.000    0.000    0.000 module_loading.py:8(cached_import)
      400    0.001    0.000    0.003    0.000 operations.py:142(_quote_params_for_last_executed_query)
      500    0.001    0.000    0.004    0.000 operations.py:169(last_executed_query)
     4000    0.001    0.000    0.002    0.000 operations.py:187(quote_name)
      100    0.000    0.000    0.000    0.000 operations.py:208(fetch_returned_insert_columns)
      300    0.000    0.000    0.000    0.000 operations.py:215(field_cast_sql)
      100    0.000    0.000    0.000    0.000 operations.py:242(_get_limit_offset_params)
      100    0.000    0.000    0.000    0.000 operations.py:250(limit_offset_sql)
      200    0.000    0.000    0.000    0.000 operations.py:253(<genexpr>)
      400    0.001    0.000    0.002    0.000 operations.py:260(adapt_datetimefield_value)
     1200    0.001    0.000    0.001    0.000 operations.py:294(get_db_converters)
      300    0.000    0.000    0.000    0.000 operations.py:295(lookup_cast)
      100    0.000    0.000    0.000    0.000 operations.py:362(bulk_insert_sql)
      200    0.000    0.000    0.000    0.000 operations.py:363(<genexpr>)
      400    0.000    0.000    0.001    0.000 operations.py:363(compiler)
      200    0.000    0.000    0.000    0.000 operations.py:364(<genexpr>)
      100    0.000    0.000    0.000    0.000 operations.py:396(insert_statement)
      100    0.000    0.000    0.000    0.000 operations.py:401(return_insert_columns)
      100    0.000    0.000    0.000    0.000 operations.py:415(on_conflict_suffix_sql)
     1200    0.000    0.000    0.000    0.000 operations.py:632(get_db_converters)
     1000    0.000    0.000    0.000    0.000 operations.py:683(modify_insert_params)
      100    0.000    0.000    0.000    0.000 operations.py:774(insert_statement)
      100    0.000    0.000    0.000    0.000 operations.py:777(on_conflict_suffix_sql)
        1    0.000    0.000    0.000    0.000 options.py:1002(db_returning_fields)
      100    0.000    0.000    0.000    0.000 options.py:166(label_lower)
      100    0.000    0.000    0.000    0.000 options.py:415(swapped)
        1    0.000    0.000    0.000    0.000 options.py:463(managers_map)
      3/1    0.000    0.000    0.000    0.000 options.py:467(base_manager)
        1    0.000    0.000    0.000    0.000 options.py:576(local_concrete_fields)
       12    0.000    0.000    0.000    0.000 options.py:586(<genexpr>)
     1500    0.000    0.000    0.000    0.000 options.py:660(get_field)
        2    0.000    0.000    0.000    0.000 options.py:83(make_immutable_fields_list)
        1    0.000    0.000    0.000    0.000 options.py:862(_get_fields)
        1    0.000    0.000    0.000    0.000 options.py:989(_non_pk_concrete_field_names)
        1    0.000    0.000    0.000    0.000 password_validation.py:20(get_default_password_validators)
        1    0.000    0.000    0.000    0.000 password_validation.py:25(get_password_validators)
      100    0.000    0.000    0.000    0.000 password_validation.py:60(password_changed)
       38    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
       38    0.000    0.000    0.000    0.000 pathlib.py:1164(__new__)
       38    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
       19    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
       19    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       19    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
       19    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
       19    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
       19    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
       19    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
       19    0.000    0.000    0.000    0.000 pathlib.py:560(root)
       19    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
       19    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
      624    0.001    0.000    0.017    0.000 pkgutil.py:130(_iter_file_finder_modules)
       19    0.000    0.000    0.000    0.000 pkgutil.py:212(get_importer)
      624    0.000    0.000    0.017    0.000 pkgutil.py:96(iter_modules)
     2102    0.001    0.000    0.001    0.000 proxy.py:107(__getattribute__)
      700    0.000    0.000    0.001    0.000 proxy.py:122(__getattr__)
        1    0.000    0.000    0.000    0.000 proxy.py:300(__init__)
        1    0.000    0.000    0.028    0.028 proxy.py:31(__init__)
        1    0.000    0.000    0.000    0.000 proxy.py:355(__init__)
      600    0.000    0.000    0.001    0.000 query.py:1018(get_initial_alias)
      200    0.000    0.000    0.000    0.000 query.py:1032(count_active_tables)
      300    0.000    0.000    0.000    0.000 query.py:1040(join)
     1100    0.000    0.000    0.000    0.000 query.py:1090(join_parent_model)
      300    0.000    0.000    0.000    0.000 query.py:1202(resolve_lookup_value)
      200    0.000    0.000    0.147    0.001 query.py:1217(_update)
      300    0.000    0.000    0.001    0.000 query.py:1223(solve_lookup_type)
      300    0.000    0.000    0.000    0.000 query.py:1258(check_related_objects)
      600    0.000    0.000    0.000    0.000 query.py:1281(check_filterable)
      300    0.000    0.000    0.003    0.000 query.py:1294(build_lookup)
      300    0.002    0.000    0.009    0.000 query.py:1362(build_filter)
      300    0.000    0.000    0.016    0.000 query.py:1430(filter)
      300    0.000    0.000    0.016    0.000 query.py:1446(_filter_or_exclude)
      300    0.000    0.000    0.014    0.000 query.py:1457(_filter_or_exclude_inplace)
      300    0.000    0.000    0.013    0.000 query.py:1532(add_q)
      300    0.001    0.000    0.012    0.000 query.py:1557(_add_q)
      600    0.001    0.000    0.001    0.000 query.py:1653(names_to_path)
      100    0.000    0.000    0.001    0.000 query.py:1653(order_by)
      200    0.000    0.000    0.002    0.000 query.py:1738(using)
      500    0.000    0.000    0.000    0.000 query.py:1769(db)
      300    0.001    0.000    0.001    0.000 query.py:1769(setup_joins)
      100    0.000    0.000    0.029    0.000 query.py:1780(_insert)
      600    0.000    0.000    0.004    0.000 query.py:1849(_chain)
      600    0.001    0.000    0.004    0.000 query.py:1860(_clone)
      100    0.000    0.000    0.025    0.000 query.py:1879(_fetch_all)
      300    0.000    0.000    0.000    0.000 query.py:1894(trim_joins)
      300    0.000    0.000    0.000    0.000 query.py:1958(_not_support_combined_queries)
      100    0.000    0.000    0.000    0.000 query.py:2075(set_limits)
      800    0.000    0.000    0.000    0.000 query.py:2102(is_sliced)
      100    0.000    0.000    0.000    0.000 query.py:2109(can_filter)
      100    0.000    0.000    0.000    0.000 query.py:2200(add_ordering)
      100    0.000    0.000    0.000    0.000 query.py:2237(clear_ordering)
      500    0.000    0.000    0.000    0.000 query.py:231(__init__)
      100    0.000    0.000    0.000    0.000 query.py:2465(annotation_select)
     2800    0.000    0.000    0.000    0.000 query.py:2485(extra_select)
      300    0.000    0.000    0.000    0.000 query.py:2615(__init__)
      100    0.000    0.000    0.000    0.000 query.py:2625(get_related_populators)
      300    0.000    0.000    0.001    0.000 query.py:2636(add_votes)
      300    0.000    0.000    0.001    0.000 query.py:2643(update_join_types)
      300    0.000    0.000    0.000    0.000 query.py:267(base_table)
     1000    0.000    0.000    0.001    0.000 query.py:294(__init__)
      400    0.000    0.000    0.003    0.000 query.py:296(get_compiler)
     1300    0.000    0.000    0.000    0.000 query.py:305(get_meta)
     2600    0.000    0.000    0.000    0.000 query.py:310(query)
      800    0.002    0.000    0.004    0.000 query.py:314(clone)
      800    0.001    0.000    0.005    0.000 query.py:359(chain)
      100    0.000    0.000    0.026    0.000 query.py:379(__len__)
      300    0.000    0.000    0.000    0.000 query.py:379(_get_col)
      100    0.000    0.000    0.000    0.000 query.py:47(__init__)
      100    0.000    0.000    0.032    0.000 query.py:613(get)
      100    0.000    0.000    0.033    0.000 query.py:651(create)
      100    0.000    0.000    0.000    0.000 query.py:796(get_select_mask)
      300    0.000    0.000    0.000    0.000 query.py:818(table_alias)
      300    0.000    0.000    0.000    0.000 query.py:845(ref_alias)
      100    0.000    0.000    0.000    0.000 query.py:849(unref_alias)
      100    0.000    0.000    0.025    0.000 query.py:85(__iter__)
      300    0.000    0.000    0.000    0.000 query.py:853(promote_joins)
      600    0.000    0.000    0.000    0.000 query.py:890(demote_joins)
      100    0.001    0.000    0.100    0.001 query.py:906(get_or_create)
      100    0.000    0.000    0.000    0.000 query.py:909(reset_refcounts)
      100    0.000    0.000    0.000    0.000 query.py:981(_extract_model_params)
      300    0.000    0.000    0.000    0.000 query_utils.py:206(__get__)
      300    0.000    0.000    0.001    0.000 query_utils.py:213(_get_lookup)
        2    0.000    0.000    0.000    0.000 query_utils.py:216(get_class_lookups)
      300    0.000    0.000    0.000    0.000 query_utils.py:223(get_instance_lookups)
      300    0.000    0.000    0.001    0.000 query_utils.py:232(get_lookup)
        2    0.000    0.000    0.000    0.000 query_utils.py:252(merge_dicts)
      300    0.000    0.000    0.001    0.000 query_utils.py:48(__init__)
     2759    0.001    0.000    0.003    0.000 random.py:242(_randbelow_with_getrandbits)
      214    0.000    0.000    0.000    0.000 random.py:291(randrange)
      114    0.000    0.000    0.000    0.000 random.py:332(randint)
     2545    0.001    0.000    0.004    0.000 random.py:341(choice)
      498    0.005    0.000    0.006    0.000 random.py:454(choices)
      200    0.000    0.000    0.000    0.000 random.py:494(uniform)
     2268    0.001    0.000    0.002    0.000 random.py:889(getrandbits)
        1    0.000    0.000    0.000    0.000 regex_helper.py:342(_lazy_re_compile)
        1    0.000    0.000    0.000    0.000 regex_helper.py:345(_compile)
      200    0.000    0.000    0.000    0.000 subqueries.py:104(add_update_fields)
      200    0.000    0.000    0.000    0.000 subqueries.py:124(get_related_updates)
      100    0.000    0.000    0.000    0.000 subqueries.py:145(__init__)
      100    0.000    0.000    0.000    0.000 subqueries.py:155(insert_values)
      200    0.000    0.000    0.000    0.000 subqueries.py:57(_setup_query)
      200    0.000    0.000    0.001    0.000 text.py:11(slugify)
      400    0.000    0.000    0.000    0.000 timezone.py:246(is_aware)
      800    0.000    0.000    0.000    0.000 timezone.py:259(is_naive)
      400    0.000    0.000    0.001    0.000 timezone.py:296(make_naive)
      600    0.000    0.000    0.000    0.000 transaction.py:100(mark_for_rollback_on_error)
      100    0.000    0.000    0.000    0.000 transaction.py:176(__init__)
      200    0.000    0.000    0.001    0.000 transaction.py:18(get_connection)
      100    0.000    0.000    0.002    0.000 transaction.py:182(__enter__)
      100    0.000    0.000    0.032    0.000 transaction.py:224(__exit__)
      100    0.000    0.000    0.000    0.000 transaction.py:316(atomic)
     2200    0.000    0.000    0.000    0.000 tree.py:22(__init__)
      800    0.000    0.000    0.000    0.000 tree.py:28(create)
      600    0.000    0.000    0.000    0.000 tree.py:63(__bool__)
      600    0.000    0.000    0.000    0.000 tree.py:89(add)
        6    0.000    0.000    0.000    0.000 typing.py:1161(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:1174(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:1215(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:1269(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1485(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:1575(__getitem__)
        4    0.000    0.000    0.000    0.000 typing.py:1584(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:166(_type_convert)
        3    0.000    0.000    0.000    0.000 typing.py:175(_type_check)
       11    0.000    0.000    0.000    0.000 typing.py:392(inner)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2954(_has_generic_or_protocol_as_origin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3029(_collect_parameters)
      400    0.000    0.000    0.000    0.000 tz.py:100(fromutc)
      200    0.000    0.000    0.000    0.000 tz.py:74(utcoffset)
      400    0.000    0.000    0.000    0.000 tz.py:77(dst)
      500    0.001    0.000    0.152    0.000 utils.py:100(execute)
      100    0.000    0.000    0.000    0.000 utils.py:105(<lambda>)
     1000    0.001    0.000    0.006    0.000 utils.py:108(debug_sql)
      200    0.000    0.000    0.000    0.000 utils.py:146(debug_transaction)
      500    0.000    0.000    0.000    0.000 utils.py:16(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:204(routers)
      500    0.000    0.000    0.000    0.000 utils.py:218(_route_db)
      800    0.000    0.000    0.000    0.000 utils.py:22(__getattr__)
      100    0.000    0.000    0.000    0.000 utils.py:27(__init__)
     1000    0.000    0.000    0.000    0.000 utils.py:28(resolve_callables)
      100    0.000    0.000    0.000    0.000 utils.py:33(__enter__)
      100    0.000    0.000    0.000    0.000 utils.py:36(__exit__)
        1    0.000    0.000    0.000    0.000 utils.py:59(__init__)
      500    0.000    0.000    0.145    0.000 utils.py:66(execute)
     1402    0.001    0.000    0.001    0.000 utils.py:67(__enter__)
     1402    0.000    0.000    0.000    0.000 utils.py:70(__exit__)
      500    0.000    0.000    0.144    0.000 utils.py:76(_execute_with_wrappers)
      500    0.001    0.000    0.144    0.000 utils.py:82(_execute)
      200    0.000    0.000    0.000    0.000 utils.py:93(__call__)
      100    0.000    0.000    0.000    0.000 utils.py:94(sort_ordered_objects)
      200    0.000    0.000    0.001    0.000 utils.py:96(inner)
       19    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
      300    0.000    0.000    0.007    0.000 where.py:114(as_sql)
      800    0.000    0.000    0.001    0.000 where.py:209(clone)
  200/100    0.000    0.000    0.000    0.000 where.py:236(_contains_aggregate)
      200    0.000    0.000    0.000    0.000 where.py:239(<genexpr>)
      100    0.000    0.000    0.001    0.000 where.py:242(contains_aggregate)
  200/100    0.000    0.000    0.000    0.000 where.py:246(_contains_over_clause)
      200    0.000    0.000    0.000    0.000 where.py:249(<genexpr>)
      100    0.000    0.000    0.000    0.000 where.py:252(contains_over_clause)
      100    0.000    0.000    0.001    0.000 where.py:38(split_having_qualify)
     2680    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x102f320e8}
     1000    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
     30/4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
     2003    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
      498    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
      300    0.000    0.000    0.000    0.000 {built-in method _collections._count_elements}
      100    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
      100   12.191    0.122   12.191    0.122 {built-in method _hashlib.pbkdf2_hmac}
       20    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      120    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      120    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       20    0.003    0.000    0.003    0.000 {built-in method _io.open_code}
      642    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.001    0.001    0.002    0.002 {built-in method _sqlite3.connect}
        5    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      641    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       20    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      640    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      100    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       20    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
      100    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
       25    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
      100    0.000    0.000    0.000    0.000 {built-in method builtins.all}
1202/1000    0.000    0.000    0.002    0.000 {built-in method builtins.any}
     2285    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       25    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
     21/1    0.000    0.000   12.531   12.531 {built-in method builtins.exec}
21899/15060    0.003    0.000    0.065    0.000 {built-in method builtins.getattr}
    21013    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
    19050    0.002    0.000    0.002    0.000 {built-in method builtins.isinstance}
      600    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      300    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
18952/18292    0.001    0.000    0.027    0.000 {built-in method builtins.len}
       40    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       56    0.000    0.000    0.000    0.000 {built-in method builtins.min}
     3000    0.001    0.000    0.007    0.000 {built-in method builtins.next}
     2083    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
     2126    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      401    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
     2328    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      200    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        5    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       20    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
      100    0.000    0.000    0.000    0.000 {built-in method math.ceil}
      498    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
      100    0.000    0.000    0.000    0.000 {built-in method math.log2}
      400    0.000    0.000    0.000    0.000 {built-in method now}
     2027    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      657    0.011    0.000    0.011    0.000 {built-in method posix.listdir}
      758    0.001    0.000    0.001    0.000 {built-in method posix.stat}
     2268    0.001    0.000    0.001    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      209    0.000    0.000    0.000    0.000 {built-in method sys.intern}
     1201    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 {built-in method today}
      200    0.000    0.000    0.000    0.000 {built-in method unicodedata.normalize}
      100    0.000    0.000    0.000    0.000 {function DictWrapper.__getitem__ at 0x103ba3240}
      900    0.142    0.000    0.142    0.000 {function SQLiteCursorWrapper.execute at 0x104601f80}
       20    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       40    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      600    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      300    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      302    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      600    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
    12021    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
     1000    0.001    0.000    0.001    0.000 {method 'astimezone' of 'datetime.datetime' objects}
     2759    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      800    0.000    0.000    0.000    0.000 {method 'close' of 'sqlite3.Cursor' objects}
      100    0.030    0.000    0.030    0.000 {method 'commit' of 'sqlite3.Connection' objects}
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
     7400    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
      800    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'create_aggregate' of 'sqlite3.Connection' objects}
        1    0.000    0.000    0.000    0.000 {method 'create_function' of 'sqlite3.Connection' objects}
      900    0.000    0.000    0.000    0.000 {method 'cursor' of 'sqlite3.Connection' objects}
      100    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'difference' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      200    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
     6317    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        3    0.001    0.000    0.001    0.000 {method 'execute' of 'sqlite3.Connection' objects}
     2600    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      100    0.000    0.000    0.000    0.000 {method 'fetchmany' of 'sqlite3.Cursor' objects}
      501    0.001    0.000    0.001    0.000 {method 'fetchone' of 'sqlite3.Cursor' objects}
       27    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     4832    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      945    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      400    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
      298    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       25    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       13    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
     4607    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
3897/3797    0.002    0.000    0.008    0.000 {method 'join' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
     1281    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      400    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
     3125    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     1140    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      698    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       20    0.002    0.000    0.002    0.000 {method 'read' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      400    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
      402    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
     1307    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      101    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
      318    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
     1286    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      420    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
     6616    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
      300    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
     2200    0.002    0.000    0.013    0.000 {method 'sub' of 're.Pattern' objects}
      400    0.001    0.000    0.001    0.000 {method 'timetuple' of 'datetime.datetime' objects}
      400    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        3    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
     2012    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      600    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
     1200    0.000    0.000    0.000    0.000 {method 'utcoffset' of 'datetime.datetime' objects}
      499    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
     1000    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}


********************
Generating using fake.py (factories.fake_py_django_auth_minimal.UserFactory):
         135244 function calls (134821 primitive calls) in 12.090 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      100    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000   12.090   12.090 <string>:1(<module>)
      200    0.000    0.000    0.000    0.000 __init__.py:108(return_None)
      300    0.000    0.000    0.000    0.000 __init__.py:1102(to_python)
      300    0.000    0.000    0.000    0.000 __init__.py:1118(get_prep_value)
      500    0.000    0.000    0.000    0.000 __init__.py:1224(to_python)
      500    0.000    0.000    0.000    0.000 __init__.py:1229(get_prep_value)
      200    0.000    0.000    0.000    0.000 __init__.py:1436(pre_save)
      200    0.000    0.000    0.000    0.000 __init__.py:1462(get_prep_value)
      100    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
      400    0.000    0.000    0.000    0.000 __init__.py:1523(to_python)
      200    0.000    0.000    0.000    0.000 __init__.py:1573(pre_save)
      200    0.000    0.000    0.001    0.000 __init__.py:1584(get_prep_value)
      200    0.000    0.000    0.002    0.000 __init__.py:1604(get_db_prep_value)
      400    0.000    0.000    0.001    0.000 __init__.py:164(match)
      400    0.000    0.000    0.000    0.000 __init__.py:179(sub)
      100    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
      100    0.000    0.000    0.000    0.000 __init__.py:2792(get_internal_type)
      800    0.000    0.000    0.001    0.000 __init__.py:280(_compile)
