Generating using factory_boy (factories.factory_boy_django_auth_minimal.UserFactory):
         391904 function calls (381920 primitive calls) in 12.530 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      100    0.000    0.000    0.000    0.000 __init__.py:492(get_col)
      100    0.000    0.000    0.000    0.000 __init__.py:615(__eq__)
      100    0.000    0.000    0.000    0.000 __init__.py:688(get_pk_value_on_save)
      100    0.000    0.000    0.000    0.000 __init__.py:860(get_db_converters)
     1000    0.000    0.000    0.000    0.000 __init__.py:930(pre_save)
     1000    0.000    0.000    0.000    0.000 __init__.py:934(get_prep_value)
      800    0.000    0.000    0.001    0.000 __init__.py:940(get_db_prep_value)
     1000    0.000    0.000    0.003    0.000 __init__.py:950(get_db_prep_save)
      300    0.000    0.000    0.000    0.000 __init__.py:960(get_default)
        6    0.000    0.000    0.000    0.000 _compiler.py:216(_compile_charset)
        6    0.000    0.000    0.000    0.000 _compiler.py:243(_optimize_charset)
        4    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      8/3    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
        1    0.000    0.000    0.000    0.000 _compiler.py:386(_mk_bitmap)
        3    0.000    0.000    0.000    0.000 _compiler.py:398(_simple)
        7    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
      4/3    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
        3    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
        3    0.000    0.000    0.000    0.000 _compiler.py:511(_compile_info)
        6    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
        3    0.000    0.000    0.000    0.000 _compiler.py:573(_code)
        3    0.000    0.000    0.000    0.000 _compiler.py:740(compile)
        8    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
       14    0.000    0.000    0.000    0.000 _parser.py:164(__len__)
       33    0.000    0.000    0.000    0.000 _parser.py:168(__getitem__)
        3    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
        7    0.000    0.000    0.000    0.000 _parser.py:176(append)
     10/5    0.000    0.000    0.000    0.000 _parser.py:178(getwidth)
        3    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
       30    0.000    0.000    0.000    0.000 _parser.py:240(__next)
       27    0.000    0.000    0.000    0.000 _parser.py:256(match)
       22    0.000    0.000    0.000    0.000 _parser.py:261(get)
       14    0.000    0.000    0.000    0.000 _parser.py:293(tell)
        3    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
        1    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
        4    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
      5/3    0.000    0.000    0.000    0.000 _parser.py:452(_parse_sub)
      5/3    0.000    0.000    0.000    0.000 _parser.py:512(_parse)
        3    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
       10    0.000    0.000    0.000    0.000 _parser.py:83(groups)
        2    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
        3    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        3    0.000    0.000    0.000    0.000 _parser.py:969(parse)
        2    0.000    0.000    0.000    0.000 _parser.py:98(closegroup)
  200/100    0.000    0.000    0.001    0.000 asyncio.py:15(inner)
      100    0.000    0.000    0.101    0.001 base.py:1056(_do_insert)
      100    0.000    0.000    0.000    0.000 base.py:1069(_prepare_related_fields_for_save)
      100    0.000    0.000    0.000    0.000 base.py:183(queries_logged)
      100    0.000    0.000    0.000    0.000 base.py:189(create_cursor)
      100    0.000    0.000    0.000    0.000 base.py:284(ensure_connection)
      100    0.000    0.000    0.000    0.000 base.py:293(_prepare_cursor)
      100    0.000    0.000    0.001    0.000 base.py:304(_cursor)
      100    0.000    0.000    0.020    0.000 base.py:322(execute)
      100    0.000    0.000    0.001    0.000 base.py:327(cursor)
      100    0.000    0.000    0.001    0.000 base.py:341(convert_query)
      100    0.000    0.000    0.000    0.000 base.py:430(_base_manager)
      100    0.001    0.000    0.001    0.000 base.py:460(__init__)
      100    0.000    0.000    0.000    0.000 base.py:529(validate_no_broken_transaction)
      100    0.000    0.000    0.000    0.000 base.py:588(close_if_health_check_failed)
      100    0.000    0.000    0.000    0.000 base.py:630(allow_thread_sharing)
      100    0.000    0.000    0.000    0.000 base.py:647(validate_thread_sharing)
      100    0.000    0.000    0.000    0.000 base.py:653(_get_pk_val)
      100    0.000    0.000    0.000    0.000 base.py:665(get_deferred_fields)
      100    0.000    0.000    0.000    0.000 base.py:686(make_debug_cursor)
      100    0.000    0.000    0.102    0.001 base.py:767(save)
      100    0.000    0.000    0.102    0.001 base.py:835(save_base)
      100    0.000    0.000    0.000    0.000 base.py:903(_save_parents)
      100    0.000    0.000    0.101    0.001 base.py:938(_save_table)
      100    0.000    0.000    0.000    0.000 base64.py:51(b64encode)
      100    0.000    0.000   11.972    0.120 base_user.py:107(set_password)
      100    0.000    0.000    0.103    0.001 base_user.py:75(save)
      100    0.000    0.000    0.000    0.000 compiler.py:1483(get_converters)
     1000    0.000    0.000    0.001    0.000 compiler.py:1627(field_as_sql)
     1000    0.000    0.000    0.003    0.000 compiler.py:1659(prepare_value)
     1000    0.000    0.000    0.001    0.000 compiler.py:1688(pre_save_val)
      100    0.000    0.000    0.001    0.000 compiler.py:1697(assemble_as_sql)
      200    0.000    0.000    0.000    0.000 compiler.py:1714(<genexpr>)
     1100    0.000    0.000    0.001    0.000 compiler.py:1715(<genexpr>)
      200    0.000    0.000    0.001    0.000 compiler.py:1721(<genexpr>)
      100    0.001    0.000    0.007    0.000 compiler.py:1732(as_sql)
     1100    0.000    0.000    0.001    0.000 compiler.py:1742(<genexpr>)
      100    0.001    0.000    0.099    0.001 compiler.py:1812(execute_sql)
      100    0.000    0.000    0.000    0.000 compiler.py:46(__init__)
      100    0.000    0.000    0.001    0.000 connection.py:56(__getitem__)
      300    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
      300    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
      300    0.000    0.000    0.002    0.000 contextlib.py:141(__exit__)
      300    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
      100    0.000    0.000    0.004    0.000 crypto.py:51(get_random_string)
     2300    0.000    0.000    0.004    0.000 crypto.py:62(<genexpr>)
      100    0.000    0.000   11.967    0.120 crypto.py:70(pbkdf2)
      400    0.000    0.000    0.000    0.000 dispatcher.py:152(send)
      200    0.000    0.000    0.000    0.000 encoding.py:90(force_bytes)
        6    0.000    0.000    0.000    0.000 enum.py:1129(__new__)
       18    0.000    0.000    0.000    0.000 enum.py:1544(_get_value)
        6    0.000    0.000    0.000    0.000 enum.py:1562(__and__)
        6    0.000    0.000    0.000    0.000 enum.py:726(__call__)
      100    0.000    0.000    0.000    0.000 expressions.py:1154(get_db_converters)
     1100    0.000    0.000    0.000    0.000 fake.py:1670(__get__)
      100    0.000    0.000    0.000    0.000 fake.py:1885(first_name)
      100    0.000    0.000    0.000    0.000 fake.py:1895(last_name)
      200    0.000    0.000    0.000    0.000 fake.py:1939(word)
      100    0.000    0.000    0.000    0.000 fake.py:2009(tld)
      100    0.000    0.000    0.000    0.000 fake.py:2014(domain_name)
      100    0.000    0.000    0.001    0.000 fake.py:2026(email)
      100    0.000    0.000    0.000    0.000 fake.py:2090(pybool)
      100    0.000    0.000    0.001    0.000 fake.py:2100(pystr)
      400    0.000    0.000    0.001    0.000 fake.py:2218(_parse_date_string)
      200    0.000    0.000    0.002    0.000 fake.py:2279(date_time)
      600    0.000    0.000    0.004    0.000 fake.py:4353(__call__)
      100    0.000    0.000    0.002    0.000 fake.py:4457(execute)
      100    0.000    0.000   11.972    0.120 fake.py:4467(execute)
      300    0.000    0.000    0.000    0.000 fake.py:4505(_run_hooks)
      100    0.000    0.000    0.000    0.000 fake.py:4510(_apply_traits)
      100    0.000    0.000    0.000    0.000 fake.py:4516(_apply_lazy_attributes)
        1    0.000    0.000   12.090   12.090 fake.py:4631(create_batch)
      100    0.000    0.000    0.103    0.001 fake.py:4650(save)
      100    0.003    0.000   12.090    0.121 fake.py:4654(create)
      100    0.000    0.000   11.972    0.120 fake_py_django_auth_minimal.py:14(set_password)
      100    0.000    0.000    0.002    0.000 fake_py_django_auth_minimal.py:18(set_username)
      200    0.000    0.000    0.001    0.000 functional.py:239(wrapper)
      400    0.000    0.000    0.000    0.000 functional.py:241(<genexpr>)
      100    0.000    0.000    0.000    0.000 functional.py:264(inner)
      700    0.000    0.000    0.000    0.000 functional.py:291(__getattribute__)
      100    0.000    0.000    0.000    0.000 hashers.py:126(get_hasher)
      100    0.000    0.000    0.004    0.000 hashers.py:220(salt)
      100    0.000    0.000    0.000    0.000 hashers.py:236(_check_encode_args)
      100    0.000    0.000   11.967    0.120 hashers.py:308(encode)
      100    0.000    0.000   11.972    0.120 hashers.py:78(make_password)
      100    0.000    0.000    0.000    0.000 local.py:116(__getattr__)
      200    0.000    0.000    0.000    0.000 local.py:81(_lock_storage)
      100    0.000    0.000    0.000    0.000 manager.py:150(get_queryset)
      100    0.000    0.000    0.101    0.001 manager.py:85(manager_method)
      100    0.000    0.000    0.001    0.000 operations.py:142(_quote_params_for_last_executed_query)
      100    0.000    0.000    0.001    0.000 operations.py:169(last_executed_query)
     1300    0.000    0.000    0.000    0.000 operations.py:187(quote_name)
      100    0.000    0.000    0.067    0.001 operations.py:208(fetch_returned_insert_columns)
      200    0.000    0.000    0.001    0.000 operations.py:260(adapt_datetimefield_value)
      100    0.000    0.000    0.000    0.000 operations.py:294(get_db_converters)
      100    0.000    0.000    0.000    0.000 operations.py:362(bulk_insert_sql)
      200    0.000    0.000    0.000    0.000 operations.py:363(<genexpr>)
      100    0.000    0.000    0.000    0.000 operations.py:363(compiler)
      200    0.000    0.000    0.000    0.000 operations.py:364(<genexpr>)
      100    0.000    0.000    0.000    0.000 operations.py:396(insert_statement)
      100    0.000    0.000    0.000    0.000 operations.py:401(return_insert_columns)
      100    0.000    0.000    0.000    0.000 operations.py:415(on_conflict_suffix_sql)
      100    0.000    0.000    0.000    0.000 operations.py:632(get_db_converters)
     1000    0.000    0.000    0.000    0.000 operations.py:683(modify_insert_params)
      100    0.000    0.000    0.000    0.000 operations.py:774(insert_statement)
      100    0.000    0.000    0.000    0.000 operations.py:777(on_conflict_suffix_sql)
      100    0.000    0.000    0.000    0.000 password_validation.py:60(password_changed)
      100    0.000    0.000    0.100    0.001 query.py:1780(_insert)
      200    0.000    0.000    0.000    0.000 query.py:231(__init__)
      100    0.000    0.000    0.000    0.000 query.py:294(__init__)
      100    0.000    0.000    0.001    0.000 query.py:296(get_compiler)
      200    0.000    0.000    0.000    0.000 query.py:305(get_meta)
     3000    0.001    0.000    0.003    0.000 random.py:242(_randbelow_with_getrandbits)
      200    0.000    0.000    0.000    0.000 random.py:291(randrange)
     2800    0.001    0.000    0.004    0.000 random.py:341(choice)
      100    0.000    0.000    0.001    0.000 random.py:454(choices)
     2265    0.001    0.000    0.002    0.000 random.py:889(getrandbits)
      100    0.000    0.000    0.000    0.000 subqueries.py:145(__init__)
      100    0.000    0.000    0.000    0.000 subqueries.py:155(insert_values)
      200    0.000    0.000    0.001    0.000 text.py:487(slugify)
      200    0.000    0.000    0.000    0.000 timezone.py:246(is_aware)
      400    0.000    0.000    0.000    0.000 timezone.py:259(is_naive)
      200    0.000    0.000    0.000    0.000 timezone.py:296(make_naive)
      200    0.000    0.000    0.000    0.000 transaction.py:100(mark_for_rollback_on_error)
      200    0.000    0.000    0.000    0.000 tree.py:22(__init__)
      100    0.000    0.000    0.023    0.000 utils.py:100(execute)
      200    0.000    0.000    0.002    0.000 utils.py:108(debug_sql)
      100    0.000    0.000    0.000    0.000 utils.py:16(__init__)
      100    0.000    0.000    0.000    0.000 utils.py:218(_route_db)
      200    0.000    0.000    0.000    0.000 utils.py:22(__getattr__)
      100    0.000    0.000    0.000    0.000 utils.py:33(__enter__)
      100    0.000    0.000    0.000    0.000 utils.py:36(__exit__)
      100    0.000    0.000    0.021    0.000 utils.py:66(execute)
      300    0.000    0.000    0.000    0.000 utils.py:67(__enter__)
      300    0.000    0.000    0.000    0.000 utils.py:70(__exit__)
      100    0.000    0.000    0.021    0.000 utils.py:76(_execute_with_wrappers)
      100    0.000    0.000    0.021    0.000 utils.py:82(_execute)
      100    0.000    0.000    0.000    0.000 utils.py:93(__call__)
      100    0.000    0.000    0.067    0.001 utils.py:96(inner)
      100    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      300    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
      100    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
      100   11.966    0.120   11.966    0.120 {built-in method _hashlib.pbkdf2_hmac}
      200    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        3    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      100    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      100    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
      200    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      300    0.002    0.000    0.002    0.000 {built-in method builtins.dir}
        1    0.000    0.000   12.090   12.090 {built-in method builtins.exec}
36400/36200    0.003    0.000    0.004    0.000 {built-in method builtins.getattr}
     4400    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
    11278    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
      100    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
6604/6596    0.000    0.000    0.000    0.000 {built-in method builtins.len}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      600    0.000    0.000    0.002    0.000 {built-in method builtins.next}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
     1300    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
     2265    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      100    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      100    0.000    0.000    0.000    0.000 {built-in method math.ceil}
     2000    0.000    0.000    0.000    0.000 {built-in method math.floor}
      100    0.000    0.000    0.000    0.000 {built-in method math.log2}
      400    0.000    0.000    0.000    0.000 {built-in method now}
     2265    0.001    0.000    0.001    0.000 {built-in method posix.urandom}
      200    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
      200    0.000    0.000    0.000    0.000 {built-in method unicodedata.normalize}
      200    0.020    0.000    0.020    0.000 {function SQLiteCursorWrapper.execute at 0x104601f80}
      100    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      100    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      427    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
      200    0.000    0.000    0.000    0.000 {method 'astimezone' of 'datetime.datetime' objects}
     3000    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      200    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
      200    0.000    0.000    0.000    0.000 {method 'close' of 'sqlite3.Cursor' objects}
      200    0.000    0.000    0.000    0.000 {method 'cursor' of 'sqlite3.Connection' objects}
      300    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      400    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      200    0.067    0.000    0.067    0.000 {method 'fetchone' of 'sqlite3.Cursor' objects}
       20    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      207    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
     1464    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      400    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      903    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      300    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
  800/700    0.000    0.000    0.005    0.000 {method 'join' of 'str' objects}
      500    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      400    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
     1103    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     2000    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
      200    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
      100    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
     2500    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      300    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      500    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      200    0.000    0.000    0.000    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      600    0.000    0.000    0.000    0.000 {method 'utcoffset' of 'datetime.datetime' objects}
      400    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}


********************
----------------------------------------------------------------------------------------------------
